t shift
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 -2.406338034755089988e-21
2.500000000000000000e-01 -2.406338034755089988e-21
2.500000000000000000e-01 -2.406338034755089988e-21
5.000000000000000000e-01 -5.534979176158860082e-20
5.000000000000000000e-01 -5.534979176158860082e-20
5.000000000000000000e-01 -5.534979176158860082e-20
7.500000000000000000e-01 1.419675216771789995e-20
7.500000000000000000e-01 1.419675216771789995e-20
7.500000000000000000e-01 1.419675216771789995e-20
1.000000000000000000e+00 -1.844748552174560106e-19
1.000000000000000000e+00 -1.844748552174560106e-19
1.000000000000000000e+00 -1.844748552174560106e-19
1.250000000000000000e+00 -1.885138391104289959e-18
1.250000000000000000e+00 -1.885138391104289959e-18
1.250000000000000000e+00 -1.885138391104289959e-18
1.500000000000000000e+00 3.633921198785389929e-19
1.500000000000000000e+00 3.633921198785389929e-19
1.500000000000000000e+00 3.633921198785389929e-19
1.750000000000000000e+00 9.001644432759070081e-19
1.750000000000000000e+00 9.001644432759070081e-19
1.750000000000000000e+00 9.001644432759070081e-19
2.000000000000000000e+00 2.527959419460210004e-19
2.000000000000000000e+00 2.527959419460210004e-19
2.000000000000000000e+00 2.527959419460210004e-19
2.250000000000000000e+00 2.350681866138169944e-18
2.250000000000000000e+00 2.350681866138169944e-18
2.250000000000000000e+00 2.350681866138169944e-18
2.500000000000000000e+00 1.688744431765729913e-18
2.500000000000000000e+00 1.688744431765729913e-18
2.500000000000000000e+00 1.688744431765729913e-18
2.750000000000000000e+00 -3.848703871780199905e-18
2.750000000000000000e+00 -3.848703871780199905e-18
2.750000000000000000e+00 -3.848703871780199905e-18
3.000000000000000000e+00 3.459832309066399992e-19
3.000000000000000000e+00 3.459832309066399992e-19
3.000000000000000000e+00 3.459832309066399992e-19
3.250000000000000000e+00 3.891081504723420126e-20
3.250000000000000000e+00 3.891081504723420126e-20
3.250000000000000000e+00 3.891081504723420126e-20
3.500000000000000000e+00 -2.436065238943960050e-18
3.500000000000000000e+00 -2.436065238943960050e-18
3.500000000000000000e+00 -2.436065238943960050e-18
3.750000000000000000e+00 -2.824431639638870090e-19
3.750000000000000000e+00 -2.824431639638870090e-19
3.750000000000000000e+00 -2.824431639638870090e-19
4.000000000000000000e+00 -4.471273972669530126e-19
4.000000000000000000e+00 -4.471273972669530126e-19
4.000000000000000000e+00 -4.471273972669530126e-19
4.250000000000000000e+00 8.130662602530100177e-19
4.250000000000000000e+00 8.130662602530100177e-19
4.250000000000000000e+00 8.130662602530100177e-19
4.500000000000000000e+00 -1.799511775790180107e-19
4.500000000000000000e+00 -1.799511775790180107e-19
4.500000000000000000e+00 -1.799511775790180107e-19
4.750000000000000000e+00 -1.750381304027540054e-19
4.750000000000000000e+00 -1.750381304027540054e-19
4.750000000000000000e+00 -1.750381304027540054e-19
5.000000000000000000e+00 1.395339909390229950e-18
5.000000000000000000e+00 1.395339909390229950e-18
5.000000000000000000e+00 1.395339909390229950e-18
5.250000000000000000e+00 -1.150751382463910034e-19
5.250000000000000000e+00 -1.150751382463910034e-19
5.250000000000000000e+00 -1.150751382463910034e-19
5.500000000000000000e+00 1.473102561654419962e-18
5.500000000000000000e+00 1.473102561654419962e-18
5.500000000000000000e+00 1.473102561654419962e-18
5.750000000000000000e+00 -2.129822975837389964e-18
5.750000000000000000e+00 -2.129822975837389964e-18
5.750000000000000000e+00 -2.129822975837389964e-18
6.000000000000000000e+00 -1.754590506938070088e-18
6.000000000000000000e+00 -1.754590506938070088e-18
6.000000000000000000e+00 -1.754590506938070088e-18
6.250000000000000000e+00 4.583456133472680006e-18
6.250000000000000000e+00 4.583456133472680006e-18
6.250000000000000000e+00 4.583456133472680006e-18
6.500000000000000000e+00 3.403445452630679950e-18
6.500000000000000000e+00 3.403445452630679950e-18
6.500000000000000000e+00 3.403445452630679950e-18
6.750000000000000000e+00 -4.165089068098239943e-18
6.750000000000000000e+00 -4.165089068098239943e-18
6.750000000000000000e+00 -4.165089068098239943e-18
7.000000000000000000e+00 -4.756533865289239646e-18
7.000000000000000000e+00 -4.756533865289239646e-18
7.000000000000000000e+00 -4.756533865289239646e-18
7.250000000000000000e+00 -1.097944292148149950e-18
7.250000000000000000e+00 -1.097944292148149950e-18
7.250000000000000000e+00 -1.097944292148149950e-18
7.500000000000000000e+00 6.913161548621890294e-19
7.500000000000000000e+00 6.913161548621890294e-19
7.500000000000000000e+00 6.913161548621890294e-19
7.750000000000000000e+00 5.705880910936039791e-19
7.750000000000000000e+00 5.705880910936039791e-19
7.750000000000000000e+00 5.705880910936039791e-19
8.000000000000000000e+00 -1.558546323317540055e-18
8.000000000000000000e+00 -1.558546323317540055e-18
8.000000000000000000e+00 -1.558546323317540055e-18
8.250000000000000000e+00 1.634738163493689995e-19
8.250000000000000000e+00 1.634738163493689995e-19
8.250000000000000000e+00 1.634738163493689995e-19
8.500000000000000000e+00 -2.244411969844369878e-18
8.500000000000000000e+00 -2.244411969844369878e-18
8.500000000000000000e+00 -2.244411969844369878e-18
8.750000000000000000e+00 -1.371558990595599986e-18
8.750000000000000000e+00 -1.371558990595599986e-18
8.750000000000000000e+00 -1.371558990595599986e-18
9.000000000000000000e+00 2.938240482688689871e-18
9.000000000000000000e+00 2.938240482688689871e-18
9.000000000000000000e+00 2.938240482688689871e-18
9.250000000000000000e+00 7.527809912668759679e-18
9.250000000000000000e+00 7.527809912668759679e-18
9.250000000000000000e+00 7.527809912668759679e-18
9.500000000000000000e+00 1.468784454217060001e-18
9.500000000000000000e+00 1.468784454217060001e-18
9.500000000000000000e+00 1.468784454217060001e-18
