t kphi
0.000000000000000000e+00 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00
3.200000000000000067e-01 -2.093032248387469976e-04
3.200000000000000067e-01 -2.093032248387469976e-04
3.200000000000000067e-01 -2.093032248387469976e-04
3.200000000000000067e-01 -2.093032248387469976e-04
6.400000000000000133e-01 -6.216995956523050390e-05
6.400000000000000133e-01 -6.216995956523050390e-05
6.400000000000000133e-01 -6.216995956523050390e-05
6.400000000000000133e-01 -6.216995956523050390e-05
9.599999999999999645e-01 -3.891964676843879807e-05
9.599999999999999645e-01 -3.891964676843879807e-05
9.599999999999999645e-01 -3.891964676843879807e-05
9.599999999999999645e-01 -3.891964676843879807e-05
1.280000000000000027e+00 -1.592685842724949990e-06
1.280000000000000027e+00 -1.592685842724949990e-06
1.280000000000000027e+00 -1.592685842724949990e-06
1.280000000000000027e+00 -1.592685842724949990e-06
1.600000000000000089e+00 -1.259157523825360042e-06
1.600000000000000089e+00 -1.259157523825360042e-06
1.600000000000000089e+00 -1.259157523825360042e-06
1.600000000000000089e+00 -1.259157523825360042e-06
1.919999999999999929e+00 2.720113266532469963e-06
1.919999999999999929e+00 2.720113266532469963e-06
1.919999999999999929e+00 2.720113266532469963e-06
1.919999999999999929e+00 2.720113266532469963e-06
2.240000000000000213e+00 -3.720714358740289858e-06
2.240000000000000213e+00 -3.720714358740289858e-06
2.240000000000000213e+00 -3.720714358740289858e-06
2.240000000000000213e+00 -3.720714358740289858e-06
2.560000000000000053e+00 4.660535237246469987e-07
2.560000000000000053e+00 4.660535237246469987e-07
2.560000000000000053e+00 4.660535237246469987e-07
2.560000000000000053e+00 4.660535237246469987e-07
2.879999999999999893e+00 -5.071517023138629946e-07
2.879999999999999893e+00 -5.071517023138629946e-07
2.879999999999999893e+00 -5.071517023138629946e-07
2.879999999999999893e+00 -5.071517023138629946e-07
3.200000000000000178e+00 9.594567876071150288e-08
3.200000000000000178e+00 9.594567876071150288e-08
3.200000000000000178e+00 9.594567876071150288e-08
3.200000000000000178e+00 9.594567876071150288e-08
3.520000000000000018e+00 3.611883400315009772e-07
3.520000000000000018e+00 3.611883400315009772e-07
3.520000000000000018e+00 3.611883400315009772e-07
3.520000000000000018e+00 3.611883400315009772e-07
3.839999999999999858e+00 -1.691787112611270104e-06
3.839999999999999858e+00 -1.691787112611270104e-06
3.839999999999999858e+00 -1.691787112611270104e-06
3.839999999999999858e+00 -1.691787112611270104e-06
4.160000000000000142e+00 3.874550641129619995e-07
4.160000000000000142e+00 3.874550641129619995e-07
4.160000000000000142e+00 3.874550641129619995e-07
4.160000000000000142e+00 3.874550641129619995e-07
4.480000000000000426e+00 3.179817345073420133e-07
4.480000000000000426e+00 3.179817345073420133e-07
4.480000000000000426e+00 3.179817345073420133e-07
4.480000000000000426e+00 3.179817345073420133e-07
4.799999999999999822e+00 -9.337047277511640090e-07
4.799999999999999822e+00 -9.337047277511640090e-07
4.799999999999999822e+00 -9.337047277511640090e-07
4.799999999999999822e+00 -9.337047277511640090e-07
5.120000000000000107e+00 -2.087277582856529990e-06
5.120000000000000107e+00 -2.087277582856529990e-06
5.120000000000000107e+00 -2.087277582856529990e-06
5.120000000000000107e+00 -2.087277582856529990e-06
5.440000000000000391e+00 2.328518535562150172e-06
5.440000000000000391e+00 2.328518535562150172e-06
5.440000000000000391e+00 2.328518535562150172e-06
5.440000000000000391e+00 2.328518535562150172e-06
5.759999999999999787e+00 -3.065364623005910181e-06
5.759999999999999787e+00 -3.065364623005910181e-06
5.759999999999999787e+00 -3.065364623005910181e-06
5.759999999999999787e+00 -3.065364623005910181e-06
6.080000000000000071e+00 -9.620881630534799806e-07
6.080000000000000071e+00 -9.620881630534799806e-07
6.080000000000000071e+00 -9.620881630534799806e-07
6.080000000000000071e+00 -9.620881630534799806e-07
6.400000000000000355e+00 -6.746044075858090096e-07
6.400000000000000355e+00 -6.746044075858090096e-07
6.400000000000000355e+00 -6.746044075858090096e-07
6.400000000000000355e+00 -6.746044075858090096e-07
6.719999999999999751e+00 -1.837119000036549949e-06
6.719999999999999751e+00 -1.837119000036549949e-06
6.719999999999999751e+00 -1.837119000036549949e-06
6.719999999999999751e+00 -1.837119000036549949e-06
7.040000000000000036e+00 -1.669493595934430039e-06
7.040000000000000036e+00 -1.669493595934430039e-06
7.040000000000000036e+00 -1.669493595934430039e-06
7.040000000000000036e+00 -1.669493595934430039e-06
7.360000000000000320e+00 -2.632389309615150118e-06
7.360000000000000320e+00 -2.632389309615150118e-06
7.360000000000000320e+00 -2.632389309615150118e-06
7.360000000000000320e+00 -2.632389309615150118e-06
7.679999999999999716e+00 1.390990880667920055e-06
7.679999999999999716e+00 1.390990880667920055e-06
7.679999999999999716e+00 1.390990880667920055e-06
7.679999999999999716e+00 1.390990880667920055e-06
8.000000000000000000e+00 -1.791784284806220038e-06
8.000000000000000000e+00 -1.791784284806220038e-06
8.000000000000000000e+00 -1.791784284806220038e-06
8.000000000000000000e+00 -1.791784284806220038e-06
8.320000000000000284e+00 1.179471047299289943e-05
8.320000000000000284e+00 1.179471047299289943e-05
8.320000000000000284e+00 1.179471047299289943e-05
8.320000000000000284e+00 1.179471047299289943e-05
8.640000000000000568e+00 5.251196720745859704e-06
8.640000000000000568e+00 5.251196720745859704e-06
8.640000000000000568e+00 5.251196720745859704e-06
8.640000000000000568e+00 5.251196720745859704e-06
8.960000000000000853e+00 -2.623442721526179847e-06
8.960000000000000853e+00 -2.623442721526179847e-06
8.960000000000000853e+00 -2.623442721526179847e-06
8.960000000000000853e+00 -2.623442721526179847e-06
9.279999999999999361e+00 -1.031774212982339920e-05
9.279999999999999361e+00 -1.031774212982339920e-05
9.279999999999999361e+00 -1.031774212982339920e-05
9.279999999999999361e+00 -1.031774212982339920e-05
9.599999999999999645e+00 -1.091295590417440036e-05
9.599999999999999645e+00 -1.091295590417440036e-05
9.599999999999999645e+00 -1.091295590417440036e-05
9.599999999999999645e+00 -1.091295590417440036e-05
9.919999999999999929e+00 -6.267665429833299998e-06
9.919999999999999929e+00 -6.267665429833299998e-06
9.919999999999999929e+00 -6.267665429833299998e-06
9.919999999999999929e+00 -6.267665429833299998e-06
1.024000000000000021e+01 -1.241393655085570030e-05
1.024000000000000021e+01 -1.241393655085570030e-05
1.024000000000000021e+01 -1.241393655085570030e-05
1.024000000000000021e+01 -1.241393655085570030e-05
1.056000000000000050e+01 -7.255913500920710108e-06
1.056000000000000050e+01 -7.255913500920710108e-06
1.056000000000000050e+01 -7.255913500920710108e-06
1.056000000000000050e+01 -7.255913500920710108e-06
1.088000000000000078e+01 -1.039807172813110075e-05
1.088000000000000078e+01 -1.039807172813110075e-05
1.088000000000000078e+01 -1.039807172813110075e-05
